conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff,"ICT networking hardware","",skill/competence,transversal,"The ICT network equipment or computer networking devices, such as UPS systems, electrical systems, networking facilities and structured cabling systems."
http://data.europa.eu/esco/skill/bb562019-5222-45db-a16c-730edbb1d27c,"define ICT network design policies","",skill/competence,transversal,"Specify policies, principles, rules, processes and criteria for the design, planning and realisation of ICT networks."
http://data.europa.eu/esco/skill/3827a408-edf1-47e5-8eaa-e77c39fd2d0d,"network with store owners","",skill/competence,transversal,"Build professional relationships with store owners. Try to make agreements with them about promoting their stores in return for a certain commission or fee."
http://data.europa.eu/esco/skill/4e8ad2b8-d80c-4701-91aa-cd874142ef2d,"network marketing","",skill/competence,transversal,"The specific marketing strategy that focuses on direct marketing and the sale of products to acquaintances or people in their network. This strategy also includes the recruiting of other people to be "
http://data.europa.eu/esco/skill/68d5d7e2-1e9e-4b2b-bce9-ff6c687e4f45,"develop sewerage networks","",skill/competence,transversal,"Develop systems and methods of construction and installation of waste water transportation and treatment equipment, which is used to transport waste water from residences and facilities through water "
http://data.europa.eu/esco/skill/d94cdb45-ce0c-4e1e-8149-1998127f627c,"work with healthcare users' social network","",skill/competence,transversal,"Get involved with the friends, families and other relevant actors important for the client or patient being treated, under the conditions of confidentiality and transparency."
http://data.europa.eu/esco/skill/b1604a2d-c26a-427d-bda9-b8073a319fe9,"adjust ICT system capacity","",skill/competence,transversal,"Change the scope of an ICT system by adding or reallocating additional ICT system components, such as network components, servers or storage to meet capacity or volume demands."
http://data.europa.eu/esco/skill/bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4,"implement ICT network diagnostic tools","",skill/competence,transversal,"Use software tools or components that monitor ICT network parameters, such as performance and throughput, provide data and statistics, diagnose errors, failures or bottlenecks and support decision mak"
http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,"define firewall rules","",skill/competence,transversal,"Specify rules to govern a set of components aiming to limit access between groups of networks or a particular network and the internet."
http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,"distributed computing","",skill/competence,transversal,"the software process in which computer components interact over a network and send messages to communicate on their actions."
http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d,"upgrade firmware","",skill/competence,transversal,"Update basic or integrated software included in devices, network components and embedded systems."
http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235,"coordinate remote communications","",skill/competence,transversal,"Direct network and radio communications between different operational units. Receive and transfer further radio or telecom messages or calls. These might include messages from the public, or the emerg"
http://data.europa.eu/esco/skill/b8316819-feca-403d-902f-a86562fd91e9,"analyse transport business networks","",skill/competence,transversal,"Analyse various transport business networks in order to organise the most efficient setting of modes of transport. Analyse those networks that aim to achieve lowest costs and maximum efficiency."
http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,"implement ICT safety policies","",skill/competence,transversal,"Apply guidelines related to securing access and use of computers, networks, applications and the computer data being managed."
http://data.europa.eu/esco/skill/f167af5e-096a-4ffd-8340-8306399823a3,"train routes","",skill/competence,transversal,"Know principal train routes and quickly search for relevant information to respond to customer questions. Provide advice on potential shortcuts and itinerary options."
http://data.europa.eu/esco/skill/cd74c564-57af-4aa2-b775-13e7609ffca1,"liaise with politicians","",skill/competence,transversal,"Liaise with officials fulfilling important political and legislative roles in governments in order to ensure productive communication and build relations."
http://data.europa.eu/esco/skill/a01cf14b-f912-4b5b-a1a4-b4a2182d6f21,"network within the writing industry","",skill/competence,transversal,"Network with fellow writers and others involved in the writing industry, such as publishers, bookshop owners and organisers of literary events."
http://data.europa.eu/esco/skill/401d8d12-b56d-4c71-ac58-f791e8c085b4,"liaise with financiers","",skill/competence,transversal,"Liaise with people willing to finance the project. Negotiate deals and contracts."
http://data.europa.eu/esco/skill/cfb8d64c-f8d7-4894-a02e-2551ab33f1d0,"Canvas (learning management systems)","",skill/competence,transversal,"The Canvas network is an e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,"provide ICT system training","",skill/competence,transversal,"Plan and conduct training of staff on system and network issues. Utilise training material, evaluate and report on the learning progress of trainees."
http://data.europa.eu/esco/skill/17702c40-e963-4593-847e-a332b1c9357e,"Edmodo","",skill/competence,transversal,"The education network Edmodo is an e-learning platform for creating, administrating, arranging, reporting and delivering e-learning training and connecting teachers, students and parents."
http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,"identify ICT system weaknesses","",skill/competence,transversal,"Analyse the system and network architecture, hardware and software components and data in order to identify weaknesses and vulnerability to intrusions or attacks."
http://data.europa.eu/esco/skill/90be83d9-56f1-46a4-a6bc-96c51f6c9025,"acquire system component","",skill/competence,transversal,"Obtain hardware, software or network components which match other system components in order to expand it and perform necessary tasks."
http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,"maintain ICT system","",skill/competence,transversal,"Select and apply system and network monitoring techniques. Identify and fix operational problems. Ensure that system's capabilities and efficiency match company specifications."
http://data.europa.eu/esco/skill/4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,"telecommunication trunking","",skill/competence,transversal,"The method of providing network access to many clients while keeping smaller number of connection components by grouping and sharing connection circuits and frequencies."
http://data.europa.eu/esco/skill/19c47caf-08b6-4430-9e09-0c11cb42c78a,"tram network","",skill/competence,transversal,"Know the tram system in order to determine how to maintain tram services while causing minimal disruption to customers in the event of incidents."
http://data.europa.eu/esco/skill/5589cc21-672e-4fd4-8a25-74f3f9da3b5d,"manage gas transmission system","",skill/competence,transversal,"Manage the systems which ensure the transmission of natural gas and gaseous fuels from gas production facilities to gas distribution facilities, through pipelines, ensuring safety of operations and co"
